ИНН,Организация
675906467951,"ООО ""УралПромЛит"""
767109302649,"ЕМУП ""Автостоянка"""
7670393252,"МБУ ""МИЦ"""
7670378215,ЦКИД ПОС. БАРАНЧИНСКИЙ
7670101862,МБДОУ - детский сад комбинированного вида № 375
675808482888,"ООО ""Джоя трейдинг"""
7660018453,"ООО КОМПАНИЯ ""ИНТРЕЙД"""
676200074781,"ООО ""СПЕЦКРЕПЕЖ"""
7673090009,"ООО ""Би Хэппи"""
7673217110,Видешкин Евгений Степанович
7686020538,МБДОУ - ДЕТСКИЙ САД КОМБИНИРОВАННОГО ВИДА № 554
7679051373,"ОАО ""Экспресс доставка"""
7677000246,"ООО ""ГК"""
7670182406,"ООО ""Инсто"""
7670177124,"ООО ПК""ЭЛЕКТРИЧЕСКИЕ СЕТИ"""
6758287219,"ООО ""ПКК"""
7671388953,"Ассоциация ""Карьеры Урала"""
6764030719,Вилачев Геннадий Геннадьевич
7672329943,"ООО ТК ""Упаковка"""
676400037145,"ЕМУП ТБ ""Екатеринбургобщепит"""
7672208530,"ООО Стоматологический центр ""Дантист"""
676401858955,"СРОБФ ""Таганский"""
7674362512,"ЖСК ""Июльский"""
7671427899,"ООО ЧОП ""Скипетр"""
7673230947,"МКОУ ""Чемашинская Сеш"""
6761075382,"ООО ""Уралспецтеплоремонт"""
7670022353,"ООО ""Кантэнд"""
676200361970,Винник Виктор Ренатович
7674234366,"ЗАО ""Пиастрелла"""
7679007536,"ООО ""Электро-Мода"""
7452077900,"ОАО ""Птицефабрика ""Среднеуральская"""
7671242200,"ООО ""РусБизнес"""
7671331770,"ООО ""ЭкоРазвитие"""
6764052198,"ООО ""ГЕОТРЕЙД"""
7673270573,МБВ (С) ОУ В(С) еш № 185
6606011604,"ООО ""ТД СМария"""
7617020304,МБДОУ - детский сад № 42
7673209536,"ЖСК ""Чусовской"""
7686022912,Виноградова Алевтина Михайловна
7202192058,"ООО ""УЭК"""
7670212523,"ООО ""Строй-Акцент-Пром"""
7671285549,"ООО ""ВИЗА-тур"""
7672277610,"ООО ""НЕСТ"""
7678012526,"ООО ""РСЦ ЗАВОДА РАДИОАППАРАТУРЫ"""
766000537802,"ООО ""БЕТОНПРОМ"""
7671252180,"ООО ""БЕТТЕХ"""
660201379721,Витковский Андрей Асланбекович
7670182300,"ООО ""МЕГАПОЛИС МУРМАНСК"""
7670300843,"ООО ""ТурГид"""
6763024423,"ООО ""Сима-ленд"""
6759160977,"ООО ""НефтеГазСервис"""
7679030762,"ООО ""Большие системы"""
675912080712,"МБОУ ДОД ДЮСШ по футболу ""Урал"""
767115487638,Оренбургский филиал ОАО КБ АГРОПРОМКРЕДИТ
767412467063,"ЗАО ""КОРПОРАЦИЯ ""ЭЛЕКТРОННЫЕ ИНФОРМАЦИОННЫЕ СИСТЕМЫ"""
6758341040,"ООО ""ПРОМАГРОСНАБ-ЭКО"""
7670359396,"ООО ""Стратегия Групп"""
8618006306,"ООО ""ЦЕНТР ""ТЕЛЕСЕРВИС"""
7674222970,"ООО ""ТСП-Тиссью"""
7672141571,"ООО ""УЦДСК"""
6758334324,Степанова Полина Германовна
7679033470,"ООО ""РГ-Урал"""
7627053977,"ООО ""Строй Капитал"""
676101676307,"ООО ""СОК ""Биатлон"""
7670395820,"ООО ""АСВ-Трейд"""
7660040963,"ООО ""Пластсинтез"""
7660138292,"ООО ""Институт ГКТ"""
7670375128,"ООО ""ПЛМ Инжиниринг"""
6758433290,"ООО ""ПЛМ Сервис"""
767106396756,"ООО ""Делкам Урал"""
6606021257,"ООО Управляющая компания ""Центр технологий"""
7671180264,"ООО ""ПЛМ - Комплексные системы"""
7678026254,Власов Константин Степанович
6759197645,"ООО ТЛК ""Автотранс"""
7449013537,"ООО ""Тритон опт"""
6758381927,"ООО ""ЧОП ""РЕТВИЗАНЪ"""
6606017060,Власов Дмитрий Степанович
6762105729,"ООО ""Подвальчик"""
7670352496,"ООО ""Аист"""
6761054983,Власов Дмитрий Юрьевич
6761011443,"ООО ""Алкоторг"""
7620009540,"ООО ""СК"""
6761082885,"ООО ""Торгинвест - 1"""
7674334314,"ЗАО ""ПАССИМ"""
7674377928,Власова Маша Николаевна
6758447769,"ООО ""НЭК"""
7670292487,"ООО ""ЭВЭНКС Вендинг Групп"""
764600333719,"ООО ""СЦМ ВММ"""
6763061922,"ООО ""УК ВММ"""
7708599923,"ООО ""ПМУ ВММ"""
7671335824,"ООО ""Востокпроммонтаж"""
7673237701,"ООО ""КапиталЪ"""
6758142573,"ООО ""Энергопроминвест"""
7671276946,"ООО ""Сервис-центр ""Галактик"""
7679996336,"ООО ""ТД УСПК"""
676400645489,"ЗАО ""Двадцать первый век"""
7670359526,"ЗАО ""Фирма ""Света"""
7660002037,"ООО ""Эванс"""
6762006213,"ООО ""СУГК"""
6759041190,"ООО ""Трейд-Агро"""
6759164675,Водовозов Роман Аристархович
6758155893,"ООО ""Уральский завод конвейерных лент"""
6761075800,"ООО ""Уралтехкомплект"""
8614004072,"ООО ""СибУралСтрой"""
7673169097,"ООО ТД ""УЗМС"""
7674300763,"ООО ""ФЛАГМАН РК"""
676400596432,"ООО ""Плитсервис"""
6764014075,МБОУ-Сеш № 141
7686008058,"ООО ""ГСП"""
6606004727,"ООО ""Промсервис"""
7670278073,"""ВЕСТНИК УРАЛЬСКОЙ МЕДИЦИНЫ"""
7672302451,"ЗАО ""Экмас"""
6759088801,"ЕМУП ""СМЭП Екатеринбурга"""
6758068591,"ООО ""Студия Т"""
7672333330,Волегова Варвара Юрьевна
6761077673,ФКУ СИЗО-5 ГУФСИН России по Свердловской области
7672335961,Волков Алексей Асланбекович
767471397004,"ООО ""РемСтрой-Урал"""
7687009490,"ООО ""УК ""Логос"""
7673221075,"Исполнительный комитет МА ""Большой Урал"""
7671248032,Волков Емельян Алексеевич
6758240919,"ООО ""Торговая компания ТИТАН"""
6762006460,"ООО ""Торговый дом ТИТАН"""
7670301558,"ООО ""Институт политической социологии"""
7672180130,"ООО ""ЭНЕРГОСТРОЙСИНТЕЗ"""
7670361839,"ООО""ЭНЕРГОСТРОЙСИНТЕЗ"""
7687045642,"ООО ""АН ""УСПЕХ"""
744700003538,"ООО ЧОП ""ОК ""СБ-Альфа"""
5190161980,"ООО ЧОП ""Альфа-Безопасность"""
7674348839,"ООО ""Мир оборудования"""
7672307075,"ООО ""Экоприбор-Сервис"""
7673251954,МБДОУ детский сад № 131
7670197272,"ООО ""ССК-УКЗ"""
7673139215,Волкова Милена Степановна
7026014060,"ООО ""ИНФЕРУМ-ЕКБ"""
6758128392,"ОАО ""Свердловэнергосбыт"""
0326494690,"НП ""СОТИПБиА"""
7674322686,Волкова Алевтина Николаевна
6762019300,"ООО ""Шантиль"""
7674356741,"ООО ""Строй-Элита"""
7671152796,"ООО ТД ""РОСС-ЕК"""
764600169307,ООО «РВ Хоум Сервис»
6763054749,"ООО ""ГК ""А-Трест"""
7679022936,МБДОУ - детский сад № 195
6758187091,"ООО ""Металл-Сити"""
7686011981,"ООО ""Специальная лаборатория"""
7629024335,"ООО ""ФАСТ"""
6758399963,"ООО ""Текстура"""
7671390568,МБОУ Сеш № 86
7679011606,"МБОУ ДОД ДЮСШ № 2 ""Межшкольный стадион"""
7671390293,"ООО ""КОЛЛАПСЕ"""
6758218092,Воложанин Василий Михайлович
7679012053,"ООО ""Лаки Моторс Сервис"""
675900319851,"ООО ""Горсеть-Строй"""
6606023825,"ООО ""ТД ""Дельта-групп"""
7670133744,"ЕВПОМО ""Дозор"""
7660155940,"ООО ""Молмашстрой"""
7670160988,"ООО ""Молмашстрой-Ек"""
676400109833,"ООО ""УРАЛЗЕМКАДАСТР"""
7674122581,"ООО ""Уралсервислес"""
6762027523,"ООО ""ФОНД МИРА БИЗНЕС"""
766000076005,"ДНП ""Усадьба Север"""
7687025212,"ДНП ""Усадьба Юг"""
7674379731,"ДОПК ""Новое созвездие"""
6758112586,"ДПК ""Зеленые просторы"""
7672263900,"ДПК ""Созвездие Премиум"""
7674219287,"ДПК ""Лесной парк"""
676202054942,"ДНП ""Усадьба"""
6758213087,"ООО ""ГУДЗОН"""
7670129096,"ОАО ""Уралцветметразведка"""
7672334333,"ООО""Кофемания"""
7672334340,"ООО ""Кофемат"""
7627062393,"ООО ""Кофеград"""
7672313171,Вольская Маша Павловна
7678004691,"ФГУП ""УВО Минтранса России"""
6758387260,"ООО ""ССП"""
7670290289,"ООО ""ТрансПроект"""
7670395299,"ООО ""Супермаркет цветов и подарков"""
6762109000,МБДОУ детский сад № 533
6758011299,"ООО ""Водяной-Пермь"""
6758392702,"ООО ""Т.Д. О.М.Ф."""
7673204947,"ОАО ""Центральный стадион"""
7671125111,"ООО ""Сбытстройком"""
764602866085,"ООО ""ЭКО КЛИМАТ"""
7679032660,"ООО Агентство ""АтомСтройКомплекс"""
6759146080,"ООО ""НОРДТЕХ"""
6759116304,"ООО ""ДС"""
7678021231,"ООО ""12 месяцев"""
7679033871,"ООО ""Стройтехавто-Ек"""
7670340300,"ООО ""РНС"""
6758071876,"ООО ""БРИЗ"""
6758422147,"ООО ""Прибрежное"""
7671311069,"ООО ""Евростройкомплекс"""
7671252409,"ООО ""УКН"""
7674118707,"ЗАО ""Форум-групп"""
6608004867,"ООО ""Проект-консалтинг"""
7670048111,"ООО ""Тихвин-строй"""
762510937596,"ООО ""УК ""Радуга"""
6764013757,"ООО ""Торговый Центр"""
675914817617,"ООО ""Хэппилон Екатеринбург"""
7673211755,"ООО ""Арком-маркет-ВТL"""
7671409025,"ООО ""ПРОФИ"""
6761020046,Воробьева Марина уковлевна
675897040014,"ООО ""Бумеранг"""
6758435139,"ООО ""Второй трест столовых"""
6758274690,"ООО ""Симплекс"""
7670179940,"ООО ""Фри Бёрд Лоджистикс"""
7686051945,"ООО ""Альфа-Терминал"""
6606025340,"ООО Ломбард ""Открытый мир"""
7671139682,Воронин Юрий Вениаминович
6758168677,"ООО ""Юралуголь"""
7673175703,"НП ""Родительский союз"""
6758292160,"ООО ""ПРОМЕДЬ"""
7672353801,Воронков Василий Михайлович
7687013841,Управление социальной политики по Верх-Исетскому району г. Екате
6764038524,"ЗАО ""Берег"""
7674368137,Воронкова Емельяна Вячеславовна
761706325377,"ООО ""Валенторский рудник"""
7670403782,Воронов Аристофан Геннадьевич
7670082105,Воронов Аристофан Юрьевич
7670275386,"ООО ""Альянс"""
676103247816,"ООО ""ИК ""ХОСТ"""
7671413046,"ООО ""Четверка"""
7674240708,"ООО ЦЭМ ""Клуб красоты"""
7629027575,"ООО ""Гарант-Инвест"""
7670108392,"ООО МК ""ГарантСтрой"""
7670258951,"ООО ""ТД ""Уралнефтехим"""
6761058360,"ООО ""Миллион Фиш"""
7702629480,"ТСЖ ""Есенина 10"""
6758392855,Вострецова Маша Геннадьевна
7686023987,"ООО ""ОПТКОМ-Сервис"""
7674319700,"ООО НПВП ""Термет"""
6764039574,"ООО ""НПО ""Карат"""
6761085188,"ООО ""АС-Бюро плюс"""
7627038714,"ООО ""Гамма Живика"""
761700417370,"ООО ""Вега Живика"""
7674321709,"ООО ""Бета Живика"""
7672286739,"ООО ""Ригла-Екатеринбург"""
6758391749,"ООО ""Альфа Живика"""
7670095170,"ООО ""Живика Центр"""
6758116090,"ООО""ТЦ""Колос"""
6759135674,"ООО ""Монблан Проф"""
7686053519,"ООО ""Компания ПОЛИГРАФИСТ"""
7660002213,"ООО ""ЛидерСпецСтрой"""
7670411864,"ООО ""Уральский Рыбный Дом"""
7678011956,ИГГ УрО РАН
7678011949,"ООО ""ЕКБ"""
7672290196,"ООО ""ГН"""
7670261714,"ООО ""Сан Лайт"""
7670300473,"ООО ""Магнитив"""
7670261746,"ООО ""УралКосметикСервис"""
6758346087,Вохринцев Станислав Валерьевич
7673236917,"ООО ""Велес"""
6606001719,"ООО ""Петроруд"""
7639012018,"ООО ТК ""АлЮнд"""
7670021871,"ЗАО НПП ""Римейк"""
6759194052,"ООО НВП ""РОС"""
675900297460,"ООО ""ТСП-Сервис"""
7707311363,"ООО ""МОРСКОЙ БРИЗ"""
7671257774,"ООО ""Уралщебень"""
6759155570,"ООО ""Отель Менеджмент"""
7670392202,"ГБУ СО ""ЦЕНТР ПАРАЛИМПИЙСКОЙ И СУРДЛИМПИЙСКОЙ ПОДГОТОВКИ СПОРТИВ"
